Station,Element,startDate,endDate,Latitude,Longitude,numObs,maxValue,minValue,meanValue,sumValue,dly_norm_sum,dly_norm_avg,numObs_norm,name
236045,prcp,04/01/2008,05/01/2008,36.58694,-89.53250,7,0.00,0.00,0.00,0.00,5.23,0.17,30,NEW MADRID
237263,prcp,04/01/2008,05/01/2008,37.95722,-91.77583,30,1.52,0.00,0.24,7.10,4.18,0.14,30,ROLLA UNIV OF MO
419662,prcp,04/01/2008,05/01/2008,35.43750,-100.27528,2,1.11,1.02,1.06,2.13,1.96,0.07,30,WHEELER
154255,prcp,04/01/2008,05/01/2008,37.16167,-82.93667,30,1.31,0.00,0.07,2.00,3.69,0.12,30,JEREMIAH 1 S
413247,prcp,04/01/2008,05/01/2008,33.46611,-97.58250,30,2.50,0.00,0.17,5.10,3.05,0.1,30,FORESTBURG 5 S
147534,prcp,04/01/2008,05/01/2008,37.53389,-96.88139,30,1.20,0.00,0.15,4.49,NA,NA,0,SMILEYBERG 1N
232568,prcp,04/01/2008,05/01/2008,38.86806,-94.03528,30,1.24,0.00,0.21,6.15,NA,NA,0,ELM
402489,prcp,04/01/2008,05/01/2008,36.07472,-87.39361,30,2.15,0.00,0.27,8.14,4.7,0.16,30,DICKSON
417951,prcp,04/01/2008,05/01/2008,31.50694,-94.10722,30,1.26,0.00,0.15,4.37,3.86,0.13,30,SAN AUGUSTINE
407359,prcp,04/01/2008,05/01/2008,36.58750,-86.52583,30,3.00,0.00,0.26,7.94,4.23,0.14,30,PORTLAND SEWAGE PLT
416777,prcp,04/01/2008,05/01/2008,35.55000,-100.96667,1,0.55,0.55,0.55,0.55,NA,NA,0,PAMPA 3E
416776,prcp,04/01/2008,05/01/2008,35.55444,-100.97361,28,0.72,0.00,0.05,1.35,1.95,0.07,30,PAMPA 2
347727,prcp,04/01/2008,05/01/2008,34.85111,-99.02083,30,3.10,0.00,0.12,3.49,2.67,0.09,30,ROOSEVELT
036506,prcp,04/01/2008,05/01/2008,35.26833,-91.71639,30,2.90,0.00,0.30,9.00,4.99,0.17,30,SEARCY
156357,prcp,04/01/2008,05/01/2008,37.48333,-82.51667,30,0.49,0.00,0.05,1.55,NA,NA,0,PIKEVILLE W Z L K
419715,prcp,04/01/2008,05/01/2008,31.86111,-97.37500,30,1.25,0.00,0.15,4.37,3.18,0.11,30,WHITNEY DAM
419717,prcp,04/01/2008,05/01/2008,28.66111,-98.25639,30,1.44,0.00,0.06,1.92,2.39,0.08,30,WHITSETT
168230,prcp,04/01/2008,05/01/2008,30.12167,-91.15806,30,0.98,0.00,0.13,3.87,NA,NA,0,SAMSTOWN
419711,prcp,04/01/2008,05/01/2008,33.45611,-101.09250,30,0.60,0.00,0.04,1.23,NA,NA,0,WHITE RIVER RESERVOIR
168941,prcp,04/01/2008,05/01/2008,29.85306,-90.02833,30,3.95,0.00,0.28,8.46,NA,NA,0,TERRYTOWN 3S
169631,prcp,04/01/2008,05/01/2008,32.46000,-92.14833,30,1.93,0.00,0.11,3.20,NA,NA,0,WEST MONROE
233568,prcp,04/01/2008,05/01/2008,39.74250,-94.03472,30,1.56,0.00,0.18,5.27,3.57,0.12,30,HAMILTON 2 W
147407,prcp,04/01/2008,05/01/2008,38.27333,-95.63806,2,1.47,1.25,1.36,2.72,NA,NA,0,SHARPE 3 E
414605,prcp,04/01/2008,05/01/2008,30.28361,-98.41722,30,0.60,0.00,0.04,1.24,2.61,0.09,30,JOHNSON CITY
142430,prcp,04/01/2008,05/01/2008,37.27750,-95.77694,0,NA,NA,NA,NA,NA,NA,0,ELK CITY LAKE
157948,prcp,04/01/2008,05/01/2008,38.01444,-85.37139,4,3.10,0.20,1.02,4.10,3.95,0.13,30,TAYLORSVILLE 2 SW
342660,prcp,04/01/2008,05/01/2008,34.50111,-97.95917,30,2.50,0.00,0.12,3.56,3.39,0.11,30,DUNCAN
234694,prcp,04/01/2008,05/01/2008,38.20444,-92.62083,30,1.65,0.00,0.24,7.10,4.09,0.14,30,LAKESIDE
412464,prcp,04/01/2008,05/01/2008,34.58583,-102.31194,30,0.32,0.00,0.02,0.73,0.99,0.03,30,DIMMITT 2 N
168543,prcp,04/01/2008,05/01/2008,30.34333,-89.82222,30,2.35,0.00,0.20,6.05,4.46,0.15,30,SLIDELL AP
143523,prcp,04/01/2008,05/01/2008,38.86694,-99.31694,30,0.79,0.00,0.07,2.22,NA,NA,0,HAYS
030130,prcp,04/01/2008,05/01/2008,34.79611,-92.84167,30,1.67,0.00,0.24,7.07,5.45,0.18,30,ALUM FORK
412266,prcp,04/01/2008,05/01/2008,29.05667,-96.23194,30,0.70,0.00,0.03,0.92,2.63,0.09,30,DANEVANG 1 W
143527,prcp,04/01/2008,05/01/2008,38.85861,-99.33583,30,0.55,0.00,0.06,1.95,2.18,0.07,30,HAYS 1 S
225247,prcp,04/01/2008,05/01/2008,33.13528,-89.07111,29,1.48,0.00,0.16,4.76,5.83,0.19,30,LOUISVILLE
233369,prcp,04/01/2008,05/01/2008,40.48611,-94.41389,30,1.27,0.00,0.19,5.61,3.05,0.1,30,GRANT CITY
417550,prcp,04/01/2008,05/01/2008,32.81361,-97.57556,30,1.87,0.00,0.20,6.14,NA,NA,0,REMUDA
238664,prcp,04/01/2008,05/01/2008,37.29000,-94.60417,30,3.06,0.00,0.27,8.22,4.07,0.14,30,WACO
233416,prcp,04/01/2008,05/01/2008,40.35028,-92.94917,30,1.84,0.00,0.22,6.74,NA,NA,0,GREEN CITY
232591,prcp,04/01/2008,05/01/2008,39.15056,-90.78472,30,1.14,0.00,0.17,4.99,3.84,0.13,30,ELSBERRY 1 S
340391,prcp,04/01/2008,05/01/2008,34.39833,-96.14000,29,3.44,0.00,0.23,6.56,NA,NA,0,ATOKA
238444,prcp,04/01/2008,05/01/2008,40.08250,-93.60861,30,1.77,0.00,0.22,6.69,3.16,0.11,30,TRENTON
143257,prcp,04/01/2008,05/01/2008,38.10139,-95.88389,30,1.47,0.00,0.13,3.87,3.15,0.11,30,GRIDLEY
231087,prcp,04/01/2008,05/01/2008,37.66667,-93.10667,30,1.96,0.00,0.28,8.53,4.22,0.14,30,BUFFALO
031666,prcp,04/01/2008,05/01/2008,34.43139,-94.41750,30,2.87,0.00,0.29,8.84,5.1,0.17,30,COVE
343628,prcp,04/01/2008,05/01/2008,36.59139,-101.61806,29,0.46,0.00,0.03,0.79,1.4,0.05,30,GOODWELL RSCH
145972,prcp,04/01/2008,05/01/2008,38.88750,-94.76028,30,1.20,0.00,0.17,5.24,3.78,0.13,30,OLATHE 3 E
230051,prcp,04/01/2008,05/01/2008,40.24861,-94.33083,28,1.90,0.00,0.22,6.28,NA,NA,0,ALBANY
406330,prcp,04/01/2008,05/01/2008,35.96750,-88.04583,30,2.30,0.00,0.21,6.35,NA,NA,0,MT MORIAH BIRDSONG
231580,prcp,04/01/2008,05/01/2008,39.77500,-93.53583,30,1.35,0.00,0.19,5.83,3.49,0.12,30,CHILLICOTHE 2S
161157,prcp,04/01/2008,05/01/2008,29.33306,-89.40750,30,2.46,0.00,0.09,2.71,3.31,0.11,30,BOOTHVILLE ASOS
033242,prcp,04/01/2008,05/01/2008,34.52111,-90.59028,30,1.50,0.00,0.22,6.49,5.36,0.18,30,HELENA
156170,prcp,04/01/2008,05/01/2008,38.20472,-84.23917,30,2.32,0.00,0.13,4.01,3.72,0.12,30,PARIS
030220,prcp,04/01/2008,05/01/2008,34.14333,-93.05889,30,3.81,0.00,0.34,10.07,4.75,0.16,30,ARKADELPHIA
148191,prcp,04/01/2008,05/01/2008,37.74167,-95.93333,0,NA,NA,NA,NA,3.5,0.12,30,TORONTO LAKE
221174,prcp,04/01/2008,05/01/2008,31.53333,-88.51667,30,1.82,0.00,0.19,5.82,5.0,0.17,30,BUCKATUNNA 1 NE
417040,prcp,04/01/2008,05/01/2008,31.24417,-93.96556,30,0.71,0.00,0.05,1.63,4.22,0.14,30,PINELAND
417044,prcp,04/01/2008,05/01/2008,31.89028,-104.80778,0,NA,NA,NA,NA,0.42,0.01,30,PINE SPRINGS
412676,prcp,04/01/2008,05/01/2008,29.62111,-96.36611,27,1.02,0.00,0.04,1.09,NA,NA,0,EAGLE LAKE RSCH CTR
415958,prcp,04/01/2008,05/01/2008,32.78167,-98.06028,30,1.07,0.00,0.08,2.26,2.75,0.09,30,MINERAL WELLS AP
145483,prcp,04/01/2008,05/01/2008,39.37694,-100.07194,30,0.75,0.00,0.08,2.44,1.89,0.06,30,MORLAND 2N
415954,prcp,04/01/2008,05/01/2008,32.63500,-95.48222,7,0.56,0.00,0.08,0.56,3.89,0.13,30,MINEOLA
144178,prcp,04/01/2008,05/01/2008,38.60778,-97.95972,28,0.95,0.00,0.13,3.54,2.39,0.08,30,KANOPOLIS LAKE
413734,prcp,04/01/2008,05/01/2008,33.16778,-96.09833,30,2.20,0.00,0.20,6.04,3.79,0.13,30,GREENVILLE KGVL
347390,prcp,04/01/2008,05/01/2008,36.50444,-96.74389,30,3.12,0.00,0.17,5.10,3.76,0.13,30,RALSTON
414425,prcp,04/01/2008,05/01/2008,31.26667,-102.70000,25,1.57,0.00,0.07,1.80,0.63,0.02,30,IMPERIAL
343821,prcp,04/01/2008,05/01/2008,35.81611,-97.39500,30,3.38,0.00,0.16,4.88,3.13,0.1,30,GUTHRIE
030820,prcp,04/01/2008,05/01/2008,34.36667,-93.42306,30,5.87,0.00,0.39,11.68,5.0,0.17,30,BONNERDALE
413196,prcp,04/01/2008,05/01/2008,34.26750,-100.93361,30,0.95,0.00,0.04,1.22,1.88,0.06,30,FLOMOT 4 NE
151517,prcp,04/01/2008,05/01/2008,37.96472,-82.73889,30,1.81,0.00,0.13,3.98,NA,NA,0,CHARLEY 2 SW
154848,prcp,04/01/2008,05/01/2008,38.64389,-82.86278,30,1.24,0.00,0.12,3.67,3.09,0.1,30,LLOYD GREENUP DAM
034562,prcp,04/01/2008,05/01/2008,34.36583,-92.81444,30,4.72,0.00,0.45,13.43,5.46,0.18,30,MALVERN
145152,prcp,04/01/2008,05/01/2008,38.37583,-97.64306,30,1.31,0.00,0.11,3.38,2.72,0.09,30,MCPHERSON
145628,prcp,04/01/2008,05/01/2008,39.18500,-99.02500,30,0.79,0.00,0.08,2.26,2.49,0.08,30,NATOMA
150450,prcp,04/01/2008,05/01/2008,36.85833,-83.33028,30,0.88,0.00,0.12,3.63,4.18,0.14,30,BAXTER
166686,prcp,04/01/2008,05/01/2008,30.72667,-91.36722,30,1.33,0.00,0.10,3.14,5.24,0.17,30,NEW ROADS
344393,prcp,04/01/2008,05/01/2008,36.91667,-96.10000,0,NA,NA,NA,NA,3.44,0.11,30,HULAH DAM
405040,prcp,04/01/2008,05/01/2008,36.15000,-84.72833,23,1.21,0.00,0.19,4.44,4.18,0.14,30,LANCING 6 NW
414556,prcp,04/01/2008,05/01/2008,30.82639,-97.60972,30,0.48,0.00,0.05,1.37,3.15,0.11,30,JARRELL
405681,prcp,04/01/2008,05/01/2008,36.34444,-88.86361,30,3.70,0.00,0.27,7.98,5.13,0.17,30,MARTIN U OF TN EXP STN
035186,prcp,04/01/2008,05/01/2008,35.60417,-91.27444,30,3.03,0.00,0.32,9.70,5.01,0.17,30,NEWPORT
400081,prcp,04/01/2008,05/01/2008,36.38056,-84.87444,30,1.22,0.00,0.14,4.16,4.12,0.14,30,ALLARDT
155524,prcp,04/01/2008,05/01/2008,36.86722,-84.82750,30,2.12,0.00,0.19,5.84,4.24,0.14,30,MONTICELLO 3 NE
035563,prcp,04/01/2008,05/01/2008,36.03361,-90.49778,30,2.77,0.00,0.24,7.32,5.1,0.17,30,PARAGOULD
160205,prcp,04/01/2008,05/01/2008,30.70944,-90.52500,30,1.03,0.00,0.09,2.79,6.14,0.2,30,AMITE
341706,prcp,04/01/2008,05/01/2008,34.44972,-98.62222,30,2.69,0.00,0.09,2.75,2.66,0.09,30,CHATTANOOGA 3 NE
410257,prcp,04/01/2008,05/01/2008,29.15722,-95.45917,30,2.50,0.00,0.14,4.18,3.74,0.12,30,ANGLETON 2 W
220585,prcp,04/01/2008,05/01/2008,31.23528,-88.91861,30,2.30,0.00,0.19,5.79,NA,NA,0,BEAUMONT EXP STN
227276,prcp,04/01/2008,05/01/2008,32.14194,-89.55389,30,1.09,0.00,0.14,4.23,NA,NA,0,RALEIGH 6 N
162212,prcp,04/01/2008,05/01/2008,30.24083,-92.34778,29,0.75,0.00,0.07,2.10,4.38,0.15,30,CROWLEY 2 NE
406666,prcp,04/01/2008,05/01/2008,36.46639,-85.71806,30,1.60,0.00,0.22,6.60,4.08,0.14,30,NORTH SPRINGS 4NW
165266,prcp,04/01/2008,05/01/2008,31.14167,-93.23972,28,0.72,0.00,0.04,1.25,4.44,0.15,30,LEESVILLE
412816,prcp,04/01/2008,05/01/2008,30.81917,-100.75722,27,0.23,0.00,0.01,0.38,NA,NA,0,ELDORADO 10W
408953,prcp,04/01/2008,05/01/2008,35.77417,-86.92333,30,1.09,0.00,0.20,5.87,NA,NA,0,THOMPSON STN
034839,prcp,04/01/2008,05/01/2008,33.67722,-93.99028,30,2.95,0.00,0.28,8.32,NA,NA,0,MILLWOOD DAM
404223,prcp,04/01/2008,05/01/2008,35.55667,-87.54139,30,1.66,0.00,0.25,7.64,NA,NA,0,HOHENWALD
141478,prcp,04/01/2008,05/01/2008,37.19083,-95.55861,30,2.25,0.00,0.18,5.50,NA,NA,0,CHERRYVALE 5 S
140471,prcp,04/01/2008,05/01/2008,39.86778,-96.25472,30,0.75,0.00,0.08,2.35,2.96,0.1,30,AXTELL
414382,prcp,04/01/2008,05/01/2008,30.70639,-95.54194,30,1.45,0.00,0.09,2.78,3.5,0.12,30,HUNTSVILLE
148293,prcp,04/01/2008,05/01/2008,37.84778,-94.97750,30,1.80,0.00,0.18,5.51,NA,NA,0,UNIONTOWN
037582,prcp,04/01/2008,05/01/2008,33.60444,-92.09972,30,2.98,0.00,0.33,10.04,5.13,0.17,30,WARREN 2 WSW
236452,prcp,04/01/2008,05/01/2008,37.01944,-93.23389,30,2.27,0.00,0.24,7.09,3.99,0.13,30,OZARK
223107,prcp,04/01/2008,05/01/2008,32.31861,-89.48583,26,3.30,0.00,0.29,7.63,5.87,0.2,30,FOREST 3 S
166664,prcp,04/01/2008,05/01/2008,29.91667,-90.13028,30,3.09,0.00,0.22,6.64,4.99,0.17,30,NEW ORLEANS AUDUBON
166667,prcp,04/01/2008,05/01/2008,30.04944,-90.02889,30,2.46,0.00,0.35,10.64,NA,NA,0,NEW ORLEANS LAKEFRONT AP
166666,prcp,04/01/2008,05/01/2008,29.95083,-90.05111,30,5.34,0.00,0.38,11.50,4.82,0.16,30,NEW ORLEANS ALGIERS
166660,prcp,04/01/2008,05/01/2008,29.99333,-90.25111,30,2.13,0.00,0.22,6.70,5.02,0.17,30,NEW ORLEANS INTL AP
153840,prcp,04/01/2008,05/01/2008,38.31889,-83.66306,29,3.25,0.00,0.18,5.15,NA,NA,0,HILLSBORO
141673,prcp,04/01/2008,05/01/2008,37.06139,-95.63556,30,2.50,0.00,0.18,5.46,NA,NA,0,COFFEYVILLE WATERWOR
162367,prcp,04/01/2008,05/01/2008,30.84278,-93.28694,30,2.00,0.00,0.13,3.92,4.13,0.14,30,DE RIDDER
418929,prcp,04/01/2008,05/01/2008,32.73361,-96.32250,30,1.30,0.00,0.17,4.96,3.77,0.13,30,TERRELL
227128,prcp,04/01/2008,05/01/2008,30.84083,-89.54528,30,1.90,0.00,0.17,5.20,5.43,0.18,30,POPLARVILLE EXP STN
418926,prcp,04/01/2008,05/01/2008,29.45250,-103.39389,27,0.00,0.00,0.00,0.00,NA,NA,0,TERLINGUA RCH
418433,prcp,04/01/2008,05/01/2008,32.71000,-100.91111,30,2.06,0.00,0.14,4.11,1.69,0.06,30,SNYDER
034900,prcp,04/01/2008,05/01/2008,33.63611,-91.75556,30,1.81,0.00,0.23,6.83,5.23,0.17,30,MONTICELLO MUNI AP
411715,prcp,04/01/2008,05/01/2008,29.27028,-103.30028,27,0.08,0.00,0.00,0.08,0.61,0.02,30,CHISOS BASIN
406803,prcp,04/01/2008,05/01/2008,36.29528,-86.65694,30,2.81,0.00,0.24,7.22,3.71,0.12,30,OLD HICKORY DAM
406806,prcp,04/01/2008,05/01/2008,36.24694,-86.56306,30,2.79,0.00,0.29,8.76,NA,NA,0,OLD HICKORY WFO
233999,prcp,04/01/2008,05/01/2008,36.04361,-90.11139,30,3.22,0.00,0.22,6.52,NA,NA,0,HORNERSVILLE
167425,prcp,04/01/2008,05/01/2008,30.41500,-90.38111,30,0.54,0.00,0.07,2.23,5.86,0.2,30,PONCHATOULA 4 SE
146813,prcp,04/01/2008,05/01/2008,37.22944,-101.95111,30,0.16,0.00,0.01,0.22,1.32,0.04,30,RICHFIELD 10 WSW
419522,prcp,04/01/2008,05/01/2008,32.42806,-96.84222,29,2.00,0.00,0.22,6.47,3.89,0.13,30,WAXAHACHIE
401561,prcp,04/01/2008,05/01/2008,36.54083,-85.45944,18,2.25,0.00,0.31,5.67,4.11,0.14,30,CELINA
141875,prcp,04/01/2008,05/01/2008,39.24250,-98.86778,30,0.68,0.00,0.08,2.42,2.56,0.09,30,COVERT
141874,prcp,04/01/2008,05/01/2008,39.78111,-97.89556,30,0.95,0.00,0.15,4.46,NA,NA,0,COURTLAND
235253,prcp,04/01/2008,05/01/2008,37.30361,-89.96639,5,2.68,0.12,1.47,7.36,4.58,0.15,30,MARBLE HILL
163165,prcp,04/01/2008,05/01/2008,30.55056,-90.19194,30,1.02,0.00,0.11,3.18,NA,NA,0,FOLSOM 6 S
418728,prcp,04/01/2008,05/01/2008,29.61833,-95.63583,25,1.75,0.00,0.13,3.15,3.48,0.12,30,SUGAR LAND
344978,prcp,04/01/2008,05/01/2008,35.48778,-97.66444,26,2.55,0.00,0.12,3.24,NA,NA,0,LAKE OVERHOLSER
346139,prcp,04/01/2008,05/01/2008,36.22778,-99.17000,30,2.20,0.00,0.09,2.83,2.49,0.08,30,MUTUAL
418658,prcp,04/01/2008,05/01/2008,29.28778,-97.96694,30,0.87,0.00,0.05,1.50,2.93,0.1,30,STOCKDALE 4 N
346130,prcp,04/01/2008,05/01/2008,35.77806,-95.33389,30,3.23,0.00,0.23,6.76,3.97,0.13,30,MUSKOGEE
419099,prcp,04/01/2008,05/01/2008,30.87972,-98.47278,30,0.98,0.00,0.07,1.99,2.17,0.07,30,TOW
349118,prcp,04/01/2008,05/01/2008,33.99806,-95.14333,30,2.59,0.00,0.21,6.35,4.14,0.14,30,VALLIANT 3 W
033101,prcp,04/01/2008,05/01/2008,33.51167,-92.43722,30,2.00,0.00,0.13,3.90,NA,NA,0,HAMPTON
342485,prcp,04/01/2008,05/01/2008,35.45611,-95.90722,30,3.65,0.00,0.25,7.60,4.01,0.13,30,DEWAR 2 NE
419417,prcp,04/01/2008,05/01/2008,31.60028,-97.21694,30,1.35,0.00,0.15,4.58,3.11,0.1,30,WACO DAM
169809,prcp,04/01/2008,05/01/2008,32.02944,-92.65528,30,1.15,0.00,0.11,3.43,5.7,0.19,30,WINONA FIRE TWR
169804,prcp,04/01/2008,05/01/2008,32.14111,-91.70889,30,1.90,0.00,0.15,4.43,NA,NA,0,WINNSBORO 2 SE
226714,prcp,04/01/2008,05/01/2008,30.46361,-88.53194,30,3.89,0.00,0.18,5.39,NA,NA,0,PASCAGOULA LOTT INTL AP
169806,prcp,04/01/2008,05/01/2008,32.09944,-91.70194,30,2.02,0.00,0.13,3.77,5.63,0.19,30,WINNSBORO 5 SSE
411663,prcp,04/01/2008,05/01/2008,28.92750,-98.74944,30,1.16,0.00,0.06,1.76,2.29,0.08,30,CHARLOTTE 5 NNW
342242,prcp,04/01/2008,05/01/2008,35.95000,-97.59444,30,3.55,0.00,0.14,4.31,3.28,0.11,30,CRESCENT
419419,prcp,04/01/2008,05/01/2008,31.61889,-97.22833,30,1.51,0.00,0.17,5.20,2.99,0.1,30,WACO RGNL AP
169803,prcp,04/01/2008,05/01/2008,31.96222,-92.65611,30,1.15,0.00,0.11,3.43,5.53,0.18,30,WINNFIELD 3 N
146128,prcp,04/01/2008,05/01/2008,38.61306,-95.28083,30,1.14,0.00,0.10,3.03,3.55,0.12,30,OTTAWA
168046,prcp,04/01/2008,05/01/2008,30.94611,-93.27889,30,0.80,0.00,0.07,1.97,4.26,0.14,30,ROSEPINE RSCH STN
231801,prcp,04/01/2008,05/01/2008,38.94222,-92.32000,30,1.18,0.00,0.19,5.62,NA,NA,0,COLUMBIA U OF M
148670,prcp,04/01/2008,05/01/2008,37.27778,-97.40972,30,1.29,0.00,0.09,2.74,2.95,0.1,30,WELLINGTON
236678,prcp,04/01/2008,05/01/2008,36.94944,-94.00778,30,3.05,0.00,0.21,6.27,4.13,0.14,30,PIERCE CITY
146435,prcp,04/01/2008,05/01/2008,39.24500,-99.38083,30,1.07,0.00,0.06,1.92,2.27,0.08,30,PLAINVILLE 4WNW
237094,prcp,04/01/2008,05/01/2008,37.40083,-91.07944,6,3.15,0.30,1.13,6.75,4.93,0.16,30,REYNOLDS
419898,prcp,04/01/2008,05/01/2008,30.76778,-94.41167,0,NA,NA,NA,NA,5.28,0.18,30,WOODVILLE
419893,prcp,04/01/2008,05/01/2008,33.01778,-99.05389,5,1.45,0.01,0.41,2.03,NA,NA,0,WOODSON
238051,prcp,04/01/2008,05/01/2008,39.97139,-91.88722,30,0.76,0.00,0.13,3.97,3.24,0.11,30,STEFFENVILLE
163433,prcp,04/01/2008,05/01/2008,29.46306,-90.30611,30,2.90,0.00,0.11,3.39,4.43,0.15,30,GALLIANO
415766,prcp,04/01/2008,05/01/2008,33.23639,-96.64194,18,1.05,0.00,0.19,3.37,3.65,0.12,30,MC KINNEY 3 S
167932,prcp,04/01/2008,05/01/2008,29.72861,-92.81806,30,1.14,0.00,0.06,1.70,3.92,0.13,30,ROCKEFELLR WL REFUGE
417943,prcp,04/01/2008,05/01/2008,31.35167,-100.49500,30,0.49,0.00,0.02,0.62,1.6,0.05,30,SAN ANGELO MATHIS FLD
417947,prcp,04/01/2008,05/01/2008,29.52528,-98.45389,30,0.88,0.00,0.04,1.14,NA,NA,0,SAN ANTONIO 8 NNE
417945,prcp,04/01/2008,05/01/2008,29.53333,-98.47000,30,0.55,0.00,0.03,0.83,2.6,0.09,30,SAN ANTONIO INTL AP
419380,prcp,04/01/2008,05/01/2008,34.65222,-101.49694,30,0.52,0.00,0.03,0.80,NA,NA,0,VIGO PARK
157215,prcp,04/01/2008,05/01/2008,36.74583,-86.22583,29,2.65,0.00,0.23,6.55,4.2,0.14,30,SCOTTSVILLE
223975,prcp,04/01/2008,05/01/2008,34.81611,-89.98528,27,2.85,0.00,0.37,9.87,6.02,0.2,30,HERNANDO
343286,prcp,04/01/2008,05/01/2008,35.86667,-95.23333,0,NA,NA,NA,NA,NA,NA,0,FT GIBSON DAM
032976,prcp,04/01/2008,05/01/2008,35.21694,-94.25972,30,2.02,0.00,0.14,4.18,4.18,0.14,30,GREENWOOD
414967,prcp,04/01/2008,05/01/2008,33.06417,-101.04889,30,1.38,0.00,0.11,3.35,NA,NA,0,LAKE ALAN HENRY
410408,prcp,04/01/2008,05/01/2008,33.12444,-94.16611,30,0.60,0.00,0.10,2.94,4.4,0.15,30,ATLANTA
410404,prcp,04/01/2008,05/01/2008,32.16333,-95.83000,30,1.58,0.00,0.16,4.94,3.47,0.12,30,ATHENS
229230,prcp,04/01/2008,05/01/2008,32.38500,-90.87500,30,1.87,0.00,0.14,4.21,NA,NA,0,VICKSBURG CITY
142602,prcp,04/01/2008,05/01/2008,38.85917,-96.10583,30,0.74,0.00,0.09,2.66,3.26,0.11,30,ESKRIDGE
347264,prcp,04/01/2008,05/01/2008,35.48750,-96.72028,30,2.66,0.00,0.16,4.78,3.59,0.12,30,PRAGUE
415611,prcp,04/01/2008,05/01/2008,31.33389,-96.85722,30,0.75,0.00,0.08,2.30,3.19,0.11,30,MARLIN 3 NE
147140,prcp,04/01/2008,05/01/2008,39.20444,-100.02722,30,0.90,0.00,0.08,2.27,2.11,0.07,30,ST PETER 4ENE
156988,prcp,04/01/2008,05/01/2008,37.61778,-86.50444,30,5.22,0.00,0.24,7.13,4.24,0.14,30,ROUGH RIVER LAKE
415618,prcp,04/01/2008,05/01/2008,32.54028,-94.35083,30,0.60,0.00,0.07,2.24,4.35,0.15,30,MARSHALL
417836,prcp,04/01/2008,05/01/2008,28.82972,-97.71333,30,0.84,0.00,0.06,1.81,2.97,0.1,30,RUNGE
403040,prcp,04/01/2008,05/01/2008,35.63917,-85.35861,30,1.51,0.00,0.19,5.84,NA,NA,0,FALL CREEK FALLS SP
035756,prcp,04/01/2008,05/01/2008,34.17500,-91.93472,30,3.13,0.00,0.23,6.92,NA,NA,0,PINE BLUFF GRIDER FLD
147095,prcp,04/01/2008,05/01/2008,39.83028,-101.91889,30,0.41,0.00,0.05,1.51,1.98,0.07,30,ST FRANCIS 8NW
143088,prcp,04/01/2008,05/01/2008,39.36444,-97.83472,6,0.84,0.16,0.36,2.16,NA,NA,0,GLASCO
030458,prcp,04/01/2008,05/01/2008,35.83056,-91.79444,30,2.48,0.00,0.30,8.93,4.42,0.15,30,BATESVILLE LIVESTOCK
146907,prcp,04/01/2008,05/01/2008,37.44028,-97.00778,30,0.81,0.00,0.08,2.44,NA,NA,0,ROCK
411042,prcp,04/01/2008,05/01/2008,32.75000,-98.90167,30,2.51,0.00,0.15,4.43,2.17,0.07,30,BRECKENRIDGE
237300,prcp,04/01/2008,05/01/2008,38.45056,-91.37556,30,2.50,0.00,0.25,7.51,4.16,0.14,30,ROSEBUD
411048,prcp,04/01/2008,05/01/2008,30.15889,-96.39722,30,1.35,0.00,0.07,2.13,3.39,0.11,30,BRENHAM
237309,prcp,04/01/2008,05/01/2008,37.25972,-91.42778,30,2.33,0.00,0.24,7.31,4.56,0.15,30,ROUND SPRING
035691,prcp,04/01/2008,05/01/2008,35.04417,-92.79556,30,1.92,0.00,0.21,6.37,4.8,0.16,30,PERRY
144613,prcp,04/01/2008,05/01/2008,39.05167,-95.38583,30,1.03,0.00,0.11,3.29,3.39,0.11,30,LECOMPTON
402009,prcp,04/01/2008,05/01/2008,36.10750,-85.50333,30,1.62,0.00,0.17,5.02,4.52,0.15,30,COOKEVILLE
414708,prcp,04/01/2008,05/01/2008,32.61389,-96.13944,23,0.75,0.00,0.12,2.76,NA,NA,0,KAUFMAN 13 ENE
148892,prcp,04/01/2008,05/01/2008,38.47722,-95.47056,30,1.25,0.00,0.11,3.28,3.48,0.12,30,WILLIAMSBURG
150904,prcp,04/01/2008,05/01/2008,36.99833,-86.42778,30,3.00,0.00,0.19,5.77,4.19,0.14,30,BOWLING GREEN
150906,prcp,04/01/2008,05/01/2008,36.95028,-86.47556,1,3.00,3.00,3.00,3.00,4.36,0.15,30,BOWLING GREEN ST POL
150909,prcp,04/01/2008,05/01/2008,36.96472,-86.42389,30,1.80,0.00,0.16,4.90,3.99,0.13,30,BOWLING GREEN WARREN CO AP
414704,prcp,04/01/2008,05/01/2008,29.80250,-95.81972,30,0.85,0.00,0.04,1.34,3.02,0.1,30,KATY CITY
414705,prcp,04/01/2008,05/01/2008,32.55889,-96.27250,30,1.01,0.00,0.12,3.53,3.06,0.1,30,KAUFMAN 3 SE
225614,prcp,04/01/2008,05/01/2008,31.18278,-90.47083,30,1.11,0.00,0.11,3.28,5.78,0.19,30,FERNWOOD MCCOMB PIKE CO AP
225611,prcp,04/01/2008,05/01/2008,31.18333,-90.51472,30,1.36,0.00,0.23,6.95,NA,NA,0,MCCOMB 6SW PERCY QUINN
406328,prcp,04/01/2008,05/01/2008,35.65500,-83.44111,29,1.19,0.00,0.19,5.60,6.15,0.21,30,MT LECONTE
